,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,SaleType,PorchTotalSF,ProxCondition_Norm,BldgType_Is_1Fam,Heating_Is_GasA,HeatingQC_Is_OK,SalePrice
70,20,FV_or_RL,95.0,13651,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,7,7_or_8_or_6,Gable,Plywood,BrkFace,1115.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,2223.0,Y,SBrkr,2223,0,2223,2,0_or_2,TA,8,True,4_or_2,Y,300,Other,0,True,True,True,True,244000
71,20,FV_or_RL,69.0,7599,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,845.0,Y,SBrkr,845,0,845,0_or_1,0_or_2,TA,4,False,4_or_2,Y,0,Other,0,True,True,True,True,129500
72,60,FV_or_RL,74.0,10141,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkFace,40.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,832.0,Y,SBrkr,885,833,1718,2,1,TA,7,True,4_or_2,Y,0,Other,385,True,True,True,False,185000
73,20,FV_or_RL,85.0,10200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,104.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1086.0,Y,SBrkr,1086,0,1086,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,False,144900
74,50,RH_or_RM,60.0,5790,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,4_or_3,7_or_8_or_6,Gambrel,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,840.0,N,SBrkr,840,765,1605,2,0_or_2,TA,8,False,1,Y,0,Other,202,True,True,True,False,107400
75,180,RH_or_RM,21.0,1596,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,4_or_3,9_or_5,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,462.0,Y,SBrkr,526,462,988,0_or_1,0_or_2,TA,5,False,1,Y,120,Other,101,True,False,True,True,91000
76,20,FV_or_RL,,8475,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,952.0,Y,Other,952,0,952,0_or_1,0_or_2,TA,4,False,1,Y,0,Other,0,True,True,True,True,135750
77,50,RH_or_RM,50.0,8635,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,672.0,Y,SBrkr,1072,213,1285,0_or_1,0_or_2,TA,6,False,1,Y,0,Other,0,True,True,True,True,127000
78,90,FV_or_RL,72.0,10778,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1768.0,N,SBrkr,1768,0,1768,2,0_or_2,TA,8,False,0,Y,0,Other,0,True,False,True,True,136500
79,50,RH_or_RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,440.0,Y,SBrkr,682,548,1230,0_or_1,1,TA,5,False,4_or_2,Y,74,Other,128,True,True,True,False,110000
80,60,FV_or_RL,100.0,13000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,7_or_8_or_6,Gable,VinylSd,BrkFace,576.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,896.0,Y,SBrkr,1182,960,2142,2,1,Gd,8,True,1,Y,0,Other,324,True,True,True,True,193500
81,120,RH_or_RM,32.0,4500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Hip,VinylSd,BrkFace,443.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1237.0,Y,SBrkr,1337,0,1337,2,0_or_2,TA,5,False,4_or_2,Y,0,Other,199,True,False,True,True,153500
82,20,FV_or_RL,78.0,10206,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,Stone,468.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1563.0,Y,SBrkr,1563,0,1563,2,0_or_2,Gd,6,True,3,Y,144,Other,99,True,True,True,True,245000
83,20,FV_or_RL,80.0,8892,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,66.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1065.0,Y,SBrkr,1065,0,1065,0_or_1,1,TA,6,False,4_or_2,Y,74,Other,0,True,True,True,False,126500
84,80,FV_or_RL,,8530,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,22.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,384.0,Y,SBrkr,804,670,1474,2,1,TA,7,True,4_or_2,Y,120,Other,72,True,True,True,False,168500
85,60,FV_or_RL,121.0,16059,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,2Story,8,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,284.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1288.0,Y,SBrkr,1301,1116,2417,2,1,Gd,9,True,4_or_2,Y,127,Other,82,True,True,True,True,260000
86,60,FV_or_RL,122.0,11911,Pave,No_Alley_Access,IR2,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,684.0,Y,SBrkr,684,876,1560,2,1,Gd,6,True,4_or_2,Y,100,Other,38,True,True,True,True,174000
87,160,FV_or_RL,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,Stone,76.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,612.0,Y,SBrkr,612,612,1224,2,1,Gd,4,False,4_or_2,Y,0,New_or_Con,234,True,False,True,True,164500
88,50,C (all),105.0,8470,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_4,Other,4_or_3,2_or_4_or_3_or_1,Hip,Plywood,BrkCmn,0.0,Fa,Below_par,Stone_or_CBlock,1013.0,N,SBrkr,1013,0,1526,0_or_1,0_or_2,Fa,6,False,0,P_or_N,0,Other,156,False,True,True,True,85000
89,20,FV_or_RL,60.0,8070,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,4_or_3,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,990.0,Y,SBrkr,990,0,990,0_or_1,0_or_2,TA,5,False,0,Y,0,Other,0,True,True,True,True,123600
90,20,FV_or_RL,60.0,7200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,Y,Other,1040,0,1040,0_or_1,0_or_2,TA,4,False,4_or_2,Y,0,Other,29,True,True,True,True,109900
91,20,FV_or_RL,85.0,8500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,2_or_4_or_3_or_1,Hip,HBoard_to_MetalSd,BrkCmn,203.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1235.0,Y,SBrkr,1235,0,1235,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,True,98600
92,30,FV_or_RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,876.0,Y,SBrkr,964,0,964,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,44,True,True,True,True,163500
93,190,C (all),60.0,7200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,1214.0,N,SBrkr,1260,1031,2291,2,0_or_2,TA,9,True,4_or_2,Y,0,Other,99,True,False,False,True,133900
94,60,FV_or_RL,69.0,9337,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,824.0,Y,SBrkr,905,881,1786,2,1,Gd,7,False,4_or_2,Y,0,Other,162,True,True,True,True,204750
95,60,FV_or_RL,,9765,Pave,No_Alley_Access,IR2,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,7_or_8_or_6,Gable,VinylSd,BrkFace,68.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,680.0,Y,SBrkr,680,790,1470,2,1,TA,6,True,4_or_2,Y,232,Other,63,True,True,True,False,185000
96,20,FV_or_RL,78.0,10264,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkFace,183.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1588.0,Y,SBrkr,1588,0,1588,2,0_or_2,Gd,6,False,4_or_2,Y,158,Other,29,True,True,True,True,214000
97,20,FV_or_RL,73.0,10921,Pave,No_Alley_Access,Reg,HLS,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,48.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,960.0,Y,Other,960,0,960,0_or_1,0_or_2,TA,6,False,1,P_or_N,120,Other,0,True,True,True,True,94750
98,30,FV_or_RL,85.0,10625,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,458.0,N,SBrkr,835,0,835,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,77,True,True,True,False,83000
99,20,FV_or_RL,77.0,9320,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,950.0,Y,SBrkr,1225,0,1225,0_or_1,1,TA,6,False,0,Y,352,Other,0,True,True,True,False,128950
100,20,FV_or_RL,,10603,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,7_or_8_or_6,Gable,Plywood,BrkFace,28.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1610.0,Y,SBrkr,1610,0,1610,2,0_or_2,Gd,6,True,4_or_2,Y,168,Other,68,True,True,True,False,205000
101,60,FV_or_RL,77.0,9206,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,336.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,741.0,Y,SBrkr,977,755,1732,2,1,Gd,7,True,4_or_2,Y,192,Other,46,True,True,True,True,178000
102,90,FV_or_RL,64.0,7018,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_2,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Below_par,Slab,0.0,Y,SBrkr,1535,0,1535,2,0_or_2,TA,8,False,4_or_2,Y,0,Other,0,True,False,True,True,118964
103,20,FV_or_RL,94.0,10402,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1226.0,Y,SBrkr,1226,0,1226,2,0_or_2,Gd,6,False,3,Y,0,Other,36,True,True,True,True,198900
104,50,RH_or_RM,,7758,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,7,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkFace,600.0,TA,Below_par,PConc_or_Wood,1040.0,Y,Other,1226,592,1818,0_or_1,1,TA,7,True,1,Y,0,Other,184,True,True,True,True,169500
105,60,FV_or_RL,75.0,9375,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Hip,VinylSd,BrkFace,768.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1053.0,Y,SBrkr,1053,939,1992,2,1,Gd,9,True,4_or_2,Y,140,Other,45,True,True,True,True,250000
106,30,RH_or_RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Mansard,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,641.0,Y,SBrkr,1047,0,1047,0_or_1,0_or_2,TA,6,False,1,P_or_N,0,Other,0,True,True,True,False,100000
107,20,RH_or_RM,50.0,6000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,789.0,Y,SBrkr,789,0,789,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,True,115000
108,50,RH_or_RM,85.0,8500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,5,7_or_8_or_6,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,793.0,N,Other,997,520,1517,2,0_or_2,Fa,7,False,0,P_or_N,0,Other,144,False,True,False,True,115000
109,20,FV_or_RL,105.0,11751,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,7_or_8_or_6,Hip,Plywood,BrkFace,480.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1844.0,Y,SBrkr,1844,0,1844,2,0_or_2,TA,7,True,4_or_2,Y,0,Other,122,True,True,True,True,190000
110,50,FV_or_RL,75.0,9525,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,994.0,Y,SBrkr,1216,639,1855,2,0_or_2,TA,7,False,1,Y,182,Other,0,True,True,True,False,136900
111,80,FV_or_RL,,7750,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,384.0,Y,SBrkr,774,656,1430,2,1,TA,7,True,4_or_2,Y,180,Other,0,True,True,True,True,180000
112,60,FV_or_RL,77.0,9965,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,Stone,220.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1264.0,Y,SBrkr,1282,1414,2696,2,1,Ex,10,True,3,Y,120,New_or_Con,352,True,True,True,True,383970
113,20,FV_or_RL,,21000,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,184.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1809.0,Y,SBrkr,2259,0,2259,2,0_or_2,Gd,7,True,4_or_2,Y,166,Other,312,True,True,True,True,217000
114,70,FV_or_RL,61.0,7259,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Mod,Tier_2,2Story,6,7_or_8_or_6,Gambrel,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1028.0,Y,SBrkr,1436,884,2320,2,1,Gd,9,True,1,Y,224,Other,0,True,True,True,True,259500
115,160,FV_or_RL,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,1129.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,729.0,Y,SBrkr,729,729,1458,2,1,TA,5,True,4_or_2,Y,0,Other,32,True,False,True,False,176000
116,20,FV_or_RL,,11616,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,116.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1092.0,Y,SBrkr,1092,0,1092,0_or_1,0_or_2,TA,6,True,1,Y,0,Other,164,True,True,True,True,139000
117,20,FV_or_RL,74.0,8536,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1125.0,Y,SBrkr,1125,0,1125,0_or_1,1,TA,5,False,4_or_2,Y,80,New_or_Con,64,True,True,True,False,155000
118,60,FV_or_RL,90.0,12376,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Hip,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1673.0,Y,SBrkr,1699,1523,3222,3,0_or_2,Gd,11,True,3,Y,367,Other,0,True,True,True,False,320000
119,60,FV_or_RL,65.0,8461,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,728.0,Y,SBrkr,728,728,1456,2,1,Gd,8,True,4_or_2,Y,0,New_or_Con,24,True,True,True,True,163990
120,80,FV_or_RL,,21453,Pave,No_Alley_Access,IR1,Low,AllPub,CulDSac_or_FR3,Sev,Tier_2,Other,6,9_or_5,Flat,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,938.0,Y,SBrkr,988,0,988,0_or_1,0_or_2,TA,4,True,4_or_2,Y,0,Other,260,True,True,True,True,180000
121,50,RH_or_RM,50.0,6060,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,4_or_3,9_or_5,Gable,AsbsShng_to_BrkComm,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,732.0,Y,SBrkr,772,351,1123,0_or_1,0_or_2,TA,4,False,1,P_or_N,0,Other,140,True,True,True,False,100000
122,20,FV_or_RL,75.0,9464,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,135.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1080.0,Y,SBrkr,1080,0,1080,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,130,True,True,True,False,136000
123,120,FV_or_RL,55.0,7892,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Gable,Plywood,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1199.0,Y,SBrkr,1199,0,1199,2,0_or_2,Gd,5,False,4_or_2,Y,0,Other,63,True,False,True,True,153900
124,20,FV_or_RL,48.0,17043,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1362.0,Y,SBrkr,1586,0,1586,2,0_or_2,TA,7,True,4_or_2,Y,192,Other,0,True,True,True,True,181000
125,190,RH_or_RM,60.0,6780,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Below_par,Stone_or_CBlock,520.0,N,SBrkr,520,0,754,0_or_1,0_or_2,TA,5,False,0,P_or_N,53,Other,0,True,False,True,False,84500
126,120,FV_or_RL,,4928,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1078.0,Y,SBrkr,958,0,958,2,0_or_2,TA,5,True,4_or_2,Y,0,Other,205,True,False,True,True,128000
127,45,RH_or_RM,55.0,4388,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,672.0,Y,SBrkr,840,0,840,0_or_1,0_or_2,TA,5,True,0,P_or_N,0,Other,0,False,True,True,True,87000
128,60,FV_or_RL,69.0,7590,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,9_or_5,Gable,VinylSd,BrkFace,266.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,660.0,Y,SBrkr,660,688,1348,0_or_1,1,TA,6,True,4_or_2,Y,188,Other,108,False,True,True,True,155000
129,20,FV_or_RL,69.0,8973,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,Plywood,BrkFace,85.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1008.0,Y,Other,1053,0,1053,0_or_1,1,Ex,6,False,4_or_2,Y,0,Other,260,True,True,True,True,150000
130,60,FV_or_RL,88.0,14200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,7,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,309.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,924.0,Y,SBrkr,1216,941,2157,2,1,Gd,8,True,4_or_2,Y,105,Other,66,True,True,True,True,226000
131,60,FV_or_RL,,12224,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkFace,40.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,992.0,Y,SBrkr,1022,1032,2054,2,1,Gd,7,True,4_or_2,Y,24,Other,48,True,True,True,True,244000
132,20,FV_or_RL,75.0,7388,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1063.0,Y,SBrkr,1327,0,1327,0_or_1,0_or_2,Gd,7,False,4_or_2,Y,0,Other,0,True,True,True,False,150750
133,20,FV_or_RL,,6853,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,BrkFace,136.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1267.0,Y,SBrkr,1296,0,1296,2,0_or_2,Gd,6,False,4_or_2,Y,192,Other,25,True,True,True,True,220000
134,20,FV_or_RL,78.0,10335,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1461.0,Y,SBrkr,1721,0,1721,2,1,TA,7,True,4_or_2,Y,0,Other,276,True,True,True,False,180000
135,20,FV_or_RL,80.0,10400,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,7_or_8_or_6,Hip,Plywood,BrkFace,288.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1304.0,Y,SBrkr,1682,0,1682,2,0_or_2,TA,7,True,4_or_2,Y,98,Other,0,True,True,True,False,174000
136,20,FV_or_RL,,10355,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,196.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1214.0,Y,SBrkr,1214,0,1214,2,0_or_2,TA,5,True,1,Y,0,Other,111,True,True,True,True,143000
137,90,FV_or_RL,82.0,11070,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,7,9_or_5,Gable,VinylSd,BrkFace,70.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1907.0,Y,SBrkr,1959,0,1959,3,0_or_2,TA,9,False,3,Y,0,Other,0,True,False,True,False,171000
138,60,FV_or_RL,73.0,9066,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,VinylSd,BrkFace,320.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1004.0,Y,SBrkr,1004,848,1852,2,1,Gd,7,True,3,Y,224,Other,106,True,True,True,True,230000
139,60,FV_or_RL,65.0,15426,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,928.0,Y,SBrkr,928,836,1764,2,1,Gd,7,False,4_or_2,Y,276,Other,99,True,True,True,True,231500
140,20,FV_or_RL,70.0,10500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,True,0,Y,0,ConLI,0,True,True,True,True,115000
141,20,FV_or_RL,78.0,11645,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1734.0,Y,SBrkr,1734,0,1734,2,0_or_2,Gd,7,False,4_or_2,Y,160,Other,24,True,True,True,True,260000
142,50,FV_or_RL,71.0,8520,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,2_or_4_or_3_or_1,Gable,BrkFace,BrkCmn,0.0,TA,Below_par,Stone_or_CBlock,910.0,Y,SBrkr,910,475,1385,2,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,False,True,True,False,166000
